CPUUtilization,DiskReadOps,DiskWriteOps,NetworkIn,NetworkOut
87.02,770,825,26934.0,30457.0
43.78,1098,1403,33275.0,32675.0
43.93,1009,1328,32322.0,49226.0
84.28,1292,836,16209.0,21304.0
73.22,821,1235,21055.0,37835.0
72.82,523,1281,10378.0,8819.0
88.34,616,1007,34773.0,27102.0
43.74,983,631,1569.0,42874.0
70.76,761,647,1887.0,43862.0
28.57,1483,1159,34237.0,24273.0
73.91,1367,1331,11586.0,40354.0
79.6,615,892,18979.0,39032.0
89.22,1075,1017,28140.0,15783.0
64.61,1379,959,46883.0,29870.0
65.7,1237,720,5375.0,4099.0
78.45,556,887,30677.0,32089.0
28.4,562,816,24874.0,8786.0
21.91,647,641,10468.0,36861.0
35.65,572,1079,28682.0,22625.0
65.69,901,582,12990.0,36465.0
31.29,653,982,43248.0,2174.0
36.75,698,1114,29003.0,49663.0
69.27,1172,520,18842.0,24564.0
16.56,1264,1010,36690.0,36177.0
77.94,1368,1395,8409.0,48763.0
88.0,529,825,3164.0,24847.0
45.23,1107,527,19967.0,19283.0
70.76,1135,896,44976.0,13424.0
27.25,688,1288,32100.0,34027.0
51.24,1117,676,37624.0,4569.0
84.19,976,957,23284.0,29419.0
15.42,626,554,28865.0,9936.0
54.42,1369,1061,32625.0,1806.0
74.98,743,875,6872.0,25634.0
68.57,1201,1143,2860.0,7834.0
40.63,641,937,20162.0,49417.0
66.63,680,1006,24596.0,38411.0
11.07,980,1191,14296.0,19189.0
11.4,1174,1373,25140.0,2063.0
61.1,593,1387,2985.0,40140.0
71.74,1458,916,39686.0,28330.0
69.45,665,771,40576.0,19406.0
63.8,1088,848,35462.0,27426.0
41.08,1377,935,34860.0,1457.0
43.11,568,621,31074.0,20560.0
16.02,612,830,6898.0,13732.0
32.29,1342,1398,31515.0,16340.0
49.6,1097,640,3792.0,2227.0
35.04,1406,1335,13547.0,7921.0
32.48,633,1341,43223.0,48138.0
42.45,920,1382,46618.0,4030.0
10.62,1401,696,36201.0,34859.0
58.57,1282,507,5755.0,17683.0
48.45,872,896,10568.0,26634.0
42.6,886,1255,34963.0,40453.0
56.72,1157,1162,5639.0,49610.0
52.25,528,967,1214.0,11730.0
74.75,1149,523,20240.0,20410.0
41.38,1208,843,19362.0,15892.0
11.77,1056,1231,7504.0,19991.0
31.77,991,872,6155.0,22584.0
60.12,1207,1335,24873.0,7270.0
35.47,941,689,2244.0,13950.0
38.21,1397,1400,25663.0,14064.0
32.92,1280,928,47896.0,43999.0
82.86,1343,911,18217.0,18328.0
40.08,1294,1373,34153.0,17570.0
66.36,1174,795,11088.0,4388.0
19.9,564,542,34756.0,14704.0
61.2,503,1372,23696.0,2305.0
29.85,676,567,37073.0,8432.0
84.59,552,682,32705.0,25493.0
48.88,583,1343,32512.0,3871.0
69.8,1369,658,39375.0,26318.0
78.78,575,1003,2074.0,10326.0
13.92,1001,1320,3644.0,2362.0
54.91,1025,1465,49258.0,27023.0
19.45,1356,1115,12779.0,7492.0
64.37,797,786,2332.0,1784.0
42.58,627,1230,40650.0,41214.0
46.57,1327,1084,47536.0,21047.0
84.06,1452,537,14190.0,36504.0
75.3,1029,1480,4668.0,10503.0
73.89,1139,958,49955.0,21595.0
86.78,981,837,13940.0,15763.0
58.47,1092,990,24536.0,24182.0
46.42,1309,1195,27151.0,10046.0
25.57,1468,858,37139.0,28932.0
27.65,1037,546,29224.0,21251.0
84.94,869,697,21590.0,4489.0
32.4,1129,660,23033.0,34468.0
69.59,836,843,4780.0,22384.0
54.74,1154,1373,22975.0,37011.0
41.75,1318,693,18812.0,42340.0
52.4,794,653,35524.0,15746.0
50.28,1179,506,19810.0,45079.0
46.17,1225,1231,15977.0,41799.0
82.35,1407,1017,26624.0,17306.0
17.23,738,810,23468.0,3049.0
33.66,1062,659,25660.0,14455.0
24.15,857,867,38727.0,41484.0
44.14,638,1216,28151.0,45623.0
77.62,878,1085,18743.0,45393.0
38.43,573,1292,6277.0,21498.0
62.26,1002,697,35449.0,15818.0
15.92,525,547,3737.0,9989.0
80.49,1020,1249,9396.0,31621.0
48.34,1021,920,4648.0,43839.0
54.36,1012,1383,23236.0,14489.0
19.32,1117,1090,38163.0,21125.0
67.34,868,1071,5313.0,6453.0
61.45,714,900,16948.0,9494.0
37.71,619,1101,2554.0,25051.0
20.09,920,611,24648.0,8240.0
89.62,1261,941,35257.0,47319.0
78.06,513,814,5556.0,4035.0
61.45,1430,1320,30974.0,7776.0
71.33,857,1141,31293.0,7165.0
57.98,1468,551,41745.0,41512.0
18.71,841,1320,24320.0,5018.0
79.8,1475,1289,10612.0,48770.0
21.12,880,1050,49310.0,28696.0
26.66,539,868,10899.0,26710.0
13.73,1337,514,29075.0,13676.0
11.47,1284,1012,20328.0,15354.0
18.62,1354,1065,46835.0,48668.0
29.03,620,1351,32650.0,26039.0
47.38,669,758,34778.0,30893.0
27.21,1389,1282,32146.0,28507.0
33.29,1497,720,25316.0,49513.0
14.38,589,738,24979.0,8373.0
47.99,580,616,25019.0,45708.0
78.79,1438,852,41349.0,47535.0
29.99,707,999,24697.0,36944.0
15.9,1197,1125,8525.0,37843.0
62.79,1269,1002,28532.0,36901.0
12.51,842,999,12191.0,39207.0
86.8,1331,727,27110.0,7698.0
86.99,505,1341,12320.0,14146.0
39.91,622,694,26152.0,33548.0
32.4,1084,1061,21004.0,2515.0
71.87,897,1126,14115.0,14623.0
33.51,1302,685,25365.0,25301.0
32.25,1098,1355,10189.0,18691.0
44.51,619,975,8944.0,10802.0
25.49,903,1225,30178.0,31145.0
74.78,776,720,39652.0,19118.0
21.05,942,1494,21817.0,45527.0
13.97,706,742,36193.0,8478.0
65.36,918,1246,47692.0,7673.0
24.9,843,522,20634.0,10335.0
60.47,1462,627,25614.0,25644.0
67.97,1439,1267,45251.0,7648.0
56.68,1334,866,34379.0,33789.0
30.65,754,1309,46728.0,39373.0
78.77,914,898,4642.0,43405.0
61.08,510,1392,6867.0,22119.0
14.33,1285,1279,8338.0,47088.0
49.85,821,667,1718.0,5045.0
20.44,779,1012,26756.0,45571.0
85.76,1356,1327,13481.0,33253.0
34.72,1131,550,33858.0,31069.0
86.91,673,843,35756.0,28170.0
66.07,932,1283,15118.0,1622.0
52.87,943,1463,12893.0,25484.0
16.44,517,1166,21535.0,45480.0
38.87,1418,1260,48155.0,48381.0
79.69,518,1044,4844.0,10587.0
52.67,1093,1011,3602.0,12407.0
85.35,1120,1250,39233.0,15482.0
17.55,1219,854,11435.0,20614.0
35.62,1213,506,10834.0,12863.0
27.4,1212,569,17215.0,1945.0
47.31,888,654,31431.0,44014.0
64.44,1321,1242,49482.0,3226.0
75.9,1145,1186,49687.0,19007.0
46.97,1415,929,1933.0,30266.0
70.55,552,1408,23932.0,17443.0
36.26,535,1039,36166.0,44046.0
16.07,1007,1079,2864.0,14572.0
72.72,1350,874,1250.0,4264.0
17.28,1192,814,37853.0,23251.0
86.85,1490,857,18066.0,39872.0
10.96,688,1226,17526.0,13523.0
22.35,723,971,13733.0,18988.0
80.34,974,1424,37144.0,23016.0
66.85,682,1073,23756.0,40732.0
86.15,1278,769,27186.0,29603.0
26.04,1462,1047,30855.0,34197.0
32.63,1373,1472,17442.0,44184.0
70.74,1138,769,24287.0,5497.0
83.14,1467,732,40570.0,44931.0
61.76,525,1485,20486.0,3066.0
28.05,623,1219,42164.0,20051.0
47.0,560,564,18190.0,7225.0
75.19,923,618,34413.0,4874.0
48.59,751,769,23368.0,12931.0
17.12,535,894,14046.0,10747.0
14.61,627,1329,34548.0,46931.0
29.15,541,1422,5101.0,47824.0
25.57,631,1197,27993.0,24263.0
21.63,1366,696,43795.0,10492.0
59.15,1115,765,15643.0,6717.0
14.13,1041,1283,33559.0,34240.0
37.28,1486,1190,39747.0,37716.0
41.47,1353,935,35496.0,22219.0
76.35,1433,787,24723.0,8251.0
24.43,789,632,30669.0,4235.0
21.75,945,563,45396.0,3888.0
56.32,1171,976,4990.0,15831.0
61.75,1235,646,29810.0,17958.0
61.33,1056,924,30102.0,8750.0
33.36,1162,929,43729.0,45156.0
58.71,1323,899,1640.0,47246.0
30.09,1226,1273,5006.0,49412.0
66.47,1113,1395,32280.0,38494.0
25.19,792,645,20846.0,21837.0
78.57,1035,622,9516.0,31600.0
10.64,912,888,36730.0,4302.0
12.3,1242,873,33120.0,19083.0
35.19,907,904,46554.0,48412.0
53.32,548,1500,47274.0,28381.0
35.22,1031,1376,5705.0,43951.0
15.1,898,1425,13573.0,31558.0
81.07,1348,1407,7507.0,27817.0
60.28,1329,1199,6274.0,7572.0
16.91,1451,1342,45986.0,1876.0
26.88,1219,655,26783.0,8365.0
73.06,1045,736,41330.0,36894.0
30.66,672,1321,13672.0,48857.0
11.05,948,759,45161.0,14892.0
88.04,1263,724,26171.0,30288.0
39.85,857,1288,30594.0,42041.0
21.19,654,517,12777.0,3391.0
47.57,1257,542,31919.0,7749.0
59.85,818,1229,26540.0,26341.0
39.04,1089,1390,12073.0,24258.0
78.35,506,1045,11948.0,34035.0
27.07,1393,588,27672.0,20001.0
34.82,508,1233,34781.0,7055.0
60.26,594,848,9492.0,37581.0
38.46,1198,1033,23184.0,15487.0
44.18,746,655,37959.0,32155.0
58.3,1121,1249,11465.0,43288.0
14.61,1023,1296,23240.0,40687.0
82.65,875,507,28850.0,32892.0
84.58,926,1279,41361.0,46799.0
59.66,761,1484,33904.0,26958.0
33.73,1195,1173,44634.0,38306.0
15.73,589,1006,19655.0,48767.0
68.81,861,987,14441.0,34131.0
52.34,1471,878,29492.0,49056.0
78.31,796,1314,18561.0,6249.0
12.56,642,1042,3596.0,3561.0
87.4,1441,1465,16924.0,14128.0
82.74,655,516,13912.0,18553.0
20.97,539,1152,45691.0,6106.0
51.62,1160,506,24612.0,7901.0
85.08,1447,620,28152.0,12644.0
79.94,1160,1095,24301.0,44774.0
31.63,852,555,1985.0,33562.0
39.39,1495,517,13141.0,17614.0
65.22,823,993,25712.0,47039.0
50.03,1404,598,31004.0,2315.0
54.13,1433,1409,38807.0,39468.0
18.4,683,1065,46303.0,49318.0
28.24,1179,1308,42746.0,20653.0
65.0,920,1166,13709.0,3836.0
41.22,1408,1261,42897.0,1516.0
83.31,969,1369,49269.0,2501.0
45.96,1362,1250,38709.0,46804.0
30.38,893,758,25221.0,7478.0
34.62,1399,726,5195.0,16885.0
77.72,1205,1385,27428.0,39802.0
44.36,575,702,15341.0,29757.0
31.9,509,1078,27527.0,28271.0
25.55,636,774,20162.0,11130.0
30.27,1130,600,32041.0,15186.0
36.39,1468,853,45922.0,48140.0
16.34,1483,1094,29224.0,12536.0
10.33,1015,1169,7734.0,2284.0
16.08,671,1268,43949.0,16024.0
80.72,1186,1421,32446.0,27895.0
76.15,1386,680,32995.0,30810.0
75.57,1386,1152,23524.0,21389.0
79.19,530,610,13379.0,25330.0
28.0,1060,1491,17510.0,1324.0
18.62,795,967,24318.0,4986.0
78.88,969,1438,4448.0,6383.0
73.36,1067,1203,25019.0,17724.0
38.17,816,671,29583.0,19911.0
41.49,1307,1193,24117.0,44555.0
62.97,1121,931,6809.0,7515.0
17.12,650,1090,2320.0,47113.0
30.45,883,1109,38268.0,35533.0
19.98,1001,833,1660.0,21311.0
82.58,835,587,2065.0,46312.0
67.28,1465,1130,34382.0,10090.0
58.58,1422,1188,35755.0,46054.0
63.57,1027,1366,42381.0,6809.0
21.68,1381,813,10723.0,30464.0
63.65,1315,1374,44033.0,10884.0
72.06,1203,1061,42321.0,49707.0
14.07,1400,655,17619.0,45889.0
87.25,716,1002,44257.0,14385.0
76.92,782,767,3735.0,37524.0
34.83,1213,1044,12807.0,47609.0
60.75,1396,898,35024.0,38922.0
17.58,1385,1442,19203.0,11851.0
70.45,1369,989,7987.0,37240.0
70.09,797,971,48969.0,42507.0
12.41,870,922,35388.0,44467.0
76.62,882,728,25274.0,4104.0
28.03,1167,1345,45618.0,18208.0
38.76,923,1373,5364.0,39263.0
19.78,1027,1003,47368.0,15281.0
71.43,978,587,21359.0,5094.0
82.32,1396,630,23204.0,33250.0
15.31,580,550,18243.0,4794.0
44.81,1112,739,40199.0,18379.0
65.81,507,620,32820.0,10430.0
82.29,978,770,31944.0,39785.0
68.19,1403,836,14252.0,1981.0
53.23,1289,816,11010.0,2364.0
29.61,1418,1318,38244.0,30535.0
64.18,626,1279,32805.0,34536.0
75.4,1319,1416,17451.0,24769.0
52.35,650,1243,47820.0,36955.0
28.9,1275,1310,33603.0,6902.0
14.91,571,1257,26788.0,26105.0
25.35,888,720,6119.0,18698.0
81.85,1376,1387,39752.0,23993.0
19.87,1323,1277,19712.0,25162.0
26.45,1201,1112,16499.0,2051.0
83.28,1100,1212,6509.0,35431.0
61.61,1210,594,30271.0,23105.0
67.08,1038,803,8226.0,33994.0
42.75,942,1453,41418.0,29670.0
83.64,722,1025,39979.0,31237.0
47.4,1498,594,23406.0,13800.0
61.46,1396,538,45172.0,9839.0
42.06,1053,958,29842.0,10183.0
61.72,1415,843,6676.0,22581.0
31.14,859,1285,34630.0,35556.0
75.57,1438,1019,1244.0,27086.0
72.47,1397,721,27349.0,10653.0
41.07,559,1126,24377.0,24951.0
25.82,1049,920,46988.0,47865.0
46.2,1014,1325,43433.0,19571.0
64.43,732,609,49141.0,42859.0
76.68,525,911,28960.0,6947.0
71.17,969,617,5356.0,9039.0
18.2,717,1421,33378.0,36066.0
58.67,835,1323,21848.0,24284.0
65.13,631,1157,41318.0,31280.0
65.45,607,926,23126.0,7729.0
82.68,1111,1122,12753.0,49937.0
76.63,1317,540,33437.0,48250.0
88.7,961,1272,27210.0,46092.0
48.63,782,500,19300.0,48494.0
65.71,1114,511,33256.0,48491.0
52.77,1443,551,16727.0,47999.0
22.14,643,1001,30521.0,43248.0
77.43,1295,715,19361.0,25055.0
52.6,1283,949,35934.0,16245.0
14.3,1286,980,48623.0,25368.0
57.98,1255,582,45219.0,32635.0
16.46,867,553,21851.0,16680.0
62.98,1305,565,34292.0,16967.0
15.7,1029,536,25690.0,35954.0
72.38,881,1331,18854.0,15506.0
23.54,857,764,27687.0,31862.0
14.2,921,1051,36244.0,3725.0
81.63,1063,1459,10300.0,24395.0
48.23,1035,520,2140.0,40150.0
46.3,1136,695,2818.0,22301.0
69.1,1146,646,12654.0,21036.0
13.38,1059,558,27495.0,5272.0
15.51,965,1347,18963.0,24817.0
33.79,1156,1052,13183.0,20775.0
48.73,1004,1053,13116.0,13343.0
48.43,746,1336,21889.0,27666.0
37.95,792,829,28604.0,43992.0
65.51,588,554,15101.0,49853.0
67.87,1074,1495,46948.0,18774.0
88.4,934,1207,7615.0,37465.0
69.16,1222,755,26992.0,47957.0
77.71,1250,695,15386.0,26930.0
41.83,977,1386,41750.0,10186.0
17.88,932,563,23531.0,4851.0
68.0,561,982,30628.0,19251.0
14.23,849,759,25846.0,22388.0
63.91,758,808,23020.0,34214.0
28.2,655,633,26460.0,15426.0
29.34,645,1111,26534.0,8843.0
31.34,1369,1457,28226.0,28916.0
76.53,1145,1186,4308.0,26417.0
83.86,1005,569,48709.0,41070.0
86.23,705,548,41118.0,43750.0
59.05,663,1375,8016.0,30785.0
46.56,858,1037,32083.0,39281.0
15.53,716,742,8657.0,30240.0
37.71,1387,800,46300.0,29186.0
80.58,1371,1316,48436.0,33951.0
57.27,547,647,14868.0,17718.0
26.73,1487,1344,3669.0,17867.0
46.49,547,816,10445.0,45956.0
70.4,1020,852,44377.0,15616.0
62.86,912,557,38552.0,24083.0
73.14,1393,629,3219.0,18947.0
14.22,1093,945,29939.0,12473.0
14.59,1461,528,25438.0,22068.0
24.95,841,553,1106.0,11480.0
78.72,1354,1368,38241.0,6698.0
81.64,1063,1099,5445.0,35159.0
49.59,1245,1365,38691.0,31428.0
87.28,1413,680,42376.0,42907.0
17.36,1456,1490,40346.0,39183.0
85.09,588,1194,43673.0,45912.0
32.52,1036,968,24564.0,11753.0
62.85,1256,683,15126.0,26811.0
74.52,1058,563,11199.0,40514.0
20.48,572,1284,12044.0,46229.0
85.72,568,1423,6370.0,8593.0
87.05,641,752,40673.0,20349.0
85.84,1211,1176,42968.0,4470.0
75.67,720,1376,2284.0,9577.0
73.63,1278,1102,32586.0,41044.0
24.86,677,1283,19634.0,20181.0
29.04,1064,1389,11188.0,48887.0
87.87,887,855,2087.0,29872.0
73.8,1111,849,20048.0,7992.0
13.07,1248,1190,3619.0,11428.0
31.51,1055,756,4317.0,30939.0
37.84,1080,643,11515.0,11935.0
70.82,550,680,18001.0,11550.0
76.25,853,937,30969.0,32334.0
70.87,1363,629,35530.0,41891.0
53.32,664,1123,5364.0,34163.0
78.83,1469,949,29991.0,41661.0
59.28,559,1488,4870.0,41624.0
40.03,1030,651,38180.0,11386.0
67.77,1387,1330,48130.0,18193.0
15.9,988,1284,37383.0,40623.0
28.02,1095,730,8863.0,35105.0
73.18,843,1014,6217.0,30881.0
23.6,533,1482,40806.0,47534.0
27.8,602,1131,12182.0,9841.0
12.88,1225,1225,13333.0,49230.0
35.26,564,607,5377.0,7298.0
39.39,814,1448,1177.0,28345.0
78.24,787,754,3722.0,24485.0
69.98,925,1266,32694.0,45300.0
21.7,1188,1100,5486.0,38669.0
48.16,1089,1275,21882.0,15590.0
66.84,1082,1290,22495.0,4028.0
64.38,809,555,5347.0,24558.0
12.01,1374,895,20501.0,1227.0
89.48,1272,704,32035.0,45591.0
79.76,847,660,48908.0,5776.0
70.9,1201,1352,25409.0,5577.0
40.76,1315,881,45187.0,2143.0
69.53,817,526,48350.0,14561.0
38.38,1133,609,45313.0,22565.0
43.59,709,554,11552.0,2526.0
73.72,1067,920,12005.0,46234.0
55.69,782,931,40121.0,16742.0
41.07,905,1170,5560.0,13945.0
68.64,938,1024,49972.0,6791.0
17.68,1066,781,37524.0,11466.0
88.13,792,803,28292.0,16149.0
89.21,1230,1477,34775.0,17837.0
87.53,1437,936,23296.0,2799.0
80.0,937,1457,38342.0,17681.0
54.52,689,1329,44802.0,46807.0
89.66,801,558,17435.0,12636.0
11.31,921,1497,10179.0,24097.0
84.83,1155,631,30173.0,49746.0
42.42,787,809,7266.0,46663.0
76.16,1227,1458,38826.0,32402.0
70.7,1281,988,27523.0,9923.0
43.63,576,855,44406.0,47852.0
12.05,1175,1359,28521.0,7194.0
59.41,826,1057,6795.0,19448.0
26.19,951,1195,24350.0,25124.0
21.17,1410,1448,32466.0,35032.0
48.83,1298,1003,43343.0,18047.0
75.97,1202,1377,44277.0,3764.0
70.27,1102,1027,34604.0,9696.0
21.85,1132,784,26528.0,24817.0
48.43,866,665,17284.0,7233.0
19.27,968,941,14270.0,22188.0
66.87,936,753,35720.0,43036.0
35.52,1408,886,10683.0,11096.0
24.11,845,788,36944.0,43116.0
29.51,797,673,18280.0,18463.0
13.63,899,548,1156.0,12363.0
35.41,619,1102,18691.0,47880.0
58.83,824,1468,5658.0,39441.0
83.5,558,1465,25783.0,38532.0
14.83,1358,1262,9788.0,22724.0
67.32,878,1342,14552.0,47434.0
67.63,640,1177,8928.0,17171.0
17.33,1496,667,8231.0,48204.0
45.91,1447,794,31924.0,4674.0
78.61,921,1233,45297.0,16631.0
48.42,1449,1092,16594.0,24803.0
53.29,1310,707,20958.0,46899.0
25.06,1077,1452,35835.0,42700.0
32.69,1284,1128,33764.0,21555.0
45.09,1407,1044,41217.0,14605.0
74.8,776,1333,35222.0,43339.0
71.59,584,705,10783.0,1140.0
70.86,1364,921,25598.0,31289.0
79.21,958,695,5953.0,25100.0
30.15,1055,1095,14198.0,7010.0
80.07,1251,757,37311.0,43426.0
39.86,873,539,22921.0,47311.0
45.42,1387,1007,15504.0,2022.0
32.24,502,719,8740.0,20722.0
72.81,1023,1241,30876.0,16138.0
37.78,1156,921,9547.0,27620.0
53.26,637,771,26831.0,29380.0
32.96,600,1086,48466.0,28342.0
73.46,1426,1191,34544.0,38061.0
58.9,1207,1497,3509.0,33943.0
49.92,688,792,27232.0,24234.0
88.64,510,1329,44669.0,35145.0
64.63,1179,702,20346.0,13474.0
84.48,781,508,42456.0,42064.0
61.58,1472,568,12555.0,12256.0
36.32,1108,548,44192.0,23980.0
24.73,1021,1376,33462.0,28690.0
89.6,706,1197,41967.0,20057.0
55.14,943,898,46446.0,38979.0
27.54,1112,1054,45576.0,32582.0
80.97,1428,1277,17542.0,48437.0
71.41,1431,1069,17666.0,49729.0
47.99,1478,743,41796.0,37039.0
28.47,1416,1261,37971.0,15519.0
64.31,810,1167,1076.0,26164.0
12.7,525,1444,13486.0,8081.0
85.98,1261,1153,38452.0,24306.0
20.82,509,1163,43863.0,45431.0
13.22,804,1059,21175.0,12999.0
56.36,580,943,14764.0,21412.0
74.48,659,783,16854.0,3915.0
33.6,1006,685,42025.0,49841.0
27.96,1101,1311,26905.0,1476.0
13.11,504,828,12424.0,24002.0
16.17,1100,600,19298.0,35069.0
60.04,840,797,9614.0,21710.0
64.48,1374,699,6703.0,7530.0
35.92,615,824,18440.0,19532.0
29.74,1118,1455,45827.0,27961.0
58.73,747,1095,46624.0,14942.0
80.44,579,911,43468.0,13471.0
69.2,884,1018,45435.0,26015.0
61.12,647,1118,48127.0,48639.0
51.69,1256,952,14273.0,32507.0
17.06,1400,1024,10635.0,25114.0
70.36,612,924,27966.0,45936.0
28.56,609,1043,46503.0,36189.0
14.12,579,878,13914.0,48855.0
35.02,740,894,34221.0,17950.0
86.94,692,1483,31593.0,20385.0
19.33,836,1388,38979.0,17475.0
18.2,1137,809,34489.0,11711.0
11.89,1207,1435,33531.0,19497.0
19.41,1042,1059,22440.0,2949.0
45.93,996,1133,21250.0,37986.0
74.8,978,1072,5213.0,15177.0
12.46,899,1249,45251.0,25833.0
51.91,679,701,32587.0,11825.0
58.27,1459,1403,20795.0,45550.0
63.73,953,1471,26519.0,9443.0
63.69,531,1091,8323.0,40302.0
29.22,1077,1025,37440.0,18222.0
62.41,960,852,26912.0,27164.0
12.31,1489,584,5511.0,26447.0
75.13,670,1389,24775.0,27139.0
14.77,595,1113,28234.0,16599.0
14.36,711,620,5014.0,34947.0
29.87,1318,972,21292.0,36662.0
48.39,954,658,41631.0,30313.0
28.24,1447,1345,33275.0,14176.0
33.54,1479,669,42499.0,10420.0
16.05,766,1188,32704.0,42753.0
36.52,950,734,38923.0,5121.0
58.94,730,506,11477.0,15801.0
29.16,901,634,7712.0,30555.0
70.15,908,533,20552.0,2219.0
69.75,583,589,19447.0,31395.0
54.85,663,1344,36826.0,23191.0
67.73,791,902,41048.0,46461.0
31.8,1421,1457,30891.0,11874.0
79.42,980,1184,46425.0,36804.0
43.9,809,903,5660.0,2948.0
48.32,1485,1413,39671.0,44693.0
23.85,935,1163,42570.0,3909.0
20.37,951,508,48506.0,43146.0
14.33,633,904,7857.0,24910.0
67.9,1199,591,27077.0,14325.0
32.68,1284,847,42132.0,36304.0
29.9,1236,837,25463.0,16184.0
28.98,917,1389,41386.0,16057.0
11.3,1427,1357,16679.0,40036.0
14.11,804,1092,35231.0,35518.0
34.12,944,1348,1309.0,42637.0
72.46,864,544,28862.0,4896.0
61.69,706,689,22318.0,22970.0
62.88,1304,736,43171.0,9623.0
21.17,1460,898,47426.0,26018.0
69.64,1470,1031,48564.0,46874.0
89.69,1132,1209,14562.0,5971.0
76.91,523,1493,18177.0,24041.0
12.98,1154,974,9312.0,5578.0
43.18,1172,746,17209.0,33129.0
47.82,904,1217,48553.0,10312.0
36.34,1074,689,17955.0,25914.0
14.87,781,622,23087.0,14162.0
62.07,642,786,49938.0,38897.0
62.12,710,893,43366.0,34033.0
26.76,1389,985,42927.0,42537.0
63.19,894,1016,18149.0,16090.0
74.88,1335,747,11129.0,16957.0
45.63,1090,764,30164.0,7129.0
56.88,545,1234,12816.0,20931.0
67.58,806,714,17660.0,33974.0
78.02,1155,862,16557.0,7398.0
53.14,1270,583,27544.0,33552.0
21.98,839,1180,42366.0,44441.0
71.92,1244,1430,2134.0,38099.0
72.91,1176,689,25502.0,6983.0
67.06,833,1046,16435.0,1296.0
28.74,1243,1162,10928.0,1097.0
38.29,708,536,22699.0,10369.0
51.29,760,1326,25355.0,8426.0
38.32,717,676,24751.0,38196.0
89.52,738,1248,45476.0,12827.0
62.68,700,1066,42494.0,23056.0
53.53,1155,832,4383.0,38182.0
34.02,752,1293,10801.0,41578.0
47.56,781,1352,28763.0,45913.0
84.52,571,808,48960.0,23883.0
48.34,524,1030,37738.0,2988.0
83.83,1437,910,6922.0,6556.0
43.7,1082,1498,2385.0,10842.0
86.28,1088,972,23902.0,26886.0
81.58,729,894,34848.0,42437.0
86.28,924,1452,22851.0,7749.0
39.74,540,935,8886.0,4409.0
16.28,1374,755,33838.0,21101.0
17.59,755,1041,28119.0,5231.0
74.83,1182,1341,19032.0,1684.0
34.88,967,960,36838.0,24915.0
23.68,1405,1003,13851.0,14963.0
72.67,507,519,10235.0,20295.0
73.23,1176,972,43632.0,38018.0
70.53,655,598,32202.0,19609.0
52.67,1172,1436,1825.0,20128.0
34.62,1187,1051,15936.0,18699.0
48.66,748,1155,24333.0,43880.0
65.21,547,911,37490.0,30392.0
10.12,1195,1411,49787.0,38129.0
89.79,1040,966,42437.0,33553.0
41.02,617,514,4694.0,17423.0
61.42,1345,1057,19505.0,29370.0
64.23,620,1102,21952.0,31315.0
19.08,507,854,10137.0,47067.0
69.5,932,744,27171.0,38525.0
32.16,1487,1139,22820.0,37755.0
81.56,1499,650,38271.0,15678.0
31.19,652,1079,24656.0,24764.0
43.09,1396,1323,31849.0,9470.0
27.9,1246,756,47531.0,30511.0
22.65,1303,1252,26314.0,42383.0
38.44,786,1327,43513.0,23772.0
44.79,1233,1066,31518.0,6913.0
43.35,1006,883,24713.0,28146.0
59.11,841,860,3507.0,35391.0
51.37,630,984,46864.0,43938.0
89.1,595,643,14589.0,48467.0
42.17,1125,729,15085.0,10101.0
55.23,1163,733,26004.0,29259.0
64.09,1078,1289,26255.0,43976.0
41.66,1305,1120,20897.0,49626.0
61.42,859,1304,7697.0,29125.0
82.08,1107,779,4068.0,6884.0
36.24,1169,894,49310.0,1958.0
64.63,763,1156,19354.0,4787.0
82.55,788,677,23080.0,24693.0
50.27,1244,871,35657.0,32690.0
21.7,617,1147,33833.0,17692.0
51.75,1426,1427,33081.0,41045.0
70.56,563,866,42440.0,5563.0
48.4,1047,667,2312.0,37077.0
75.58,947,1129,30927.0,41815.0
47.45,509,1255,25488.0,10916.0
34.16,530,1375,36460.0,26122.0
62.42,1122,751,39725.0,19242.0
64.41,1156,967,1079.0,42927.0
64.31,1383,605,45963.0,9440.0
15.65,745,1243,11315.0,46269.0
61.21,566,1452,22722.0,40155.0
47.41,1388,1142,31696.0,33476.0
85.82,982,898,25529.0,35276.0
59.06,1165,1085,6181.0,19123.0
49.85,879,1225,41577.0,26122.0
14.27,535,1209,15226.0,17595.0
18.78,1288,946,49802.0,6523.0
59.4,1314,525,34565.0,11743.0
88.2,1215,1193,49129.0,43586.0
18.6,1498,672,35093.0,17270.0
45.72,998,604,48842.0,29264.0
70.4,1263,543,5441.0,37005.0
74.78,1149,752,32051.0,1333.0
36.33,1472,891,25654.0,25603.0
77.6,956,1296,47298.0,19168.0
37.51,978,1079,44192.0,23613.0
36.21,505,971,13572.0,45714.0
42.98,870,1012,11744.0,30988.0
89.26,1433,1142,39899.0,44468.0
55.11,669,798,28755.0,20879.0
26.24,583,716,13091.0,18288.0
63.07,527,1383,9443.0,15943.0
78.84,595,614,31772.0,20382.0
78.79,797,546,16841.0,8027.0
86.74,1424,828,21390.0,23887.0
28.28,1241,1158,1224.0,17367.0
69.93,1404,1328,16163.0,2282.0
68.23,627,709,2944.0,15099.0
51.27,695,1208,25723.0,25536.0
86.78,562,1145,2891.0,9777.0
81.6,1116,779,21791.0,27932.0
